date,1. open,2. high,3. low,4. close,5. volume
2020-04-29,151.38,151.63,149.16,150.24,9285200.0
2020-04-30,148.46,150.43,147.16,150.04,14829600.0
2020-05-01,149.62,149.67,146.79,148.29,7309000.0
2020-05-04,148.77,149.08,147.09,148.27,7198400.0
2020-05-05,149.0,150.78,148.64,149.5,6562300.0
2020-05-06,150.0,150.32,148.04,148.08,6191600.0
2020-05-07,149.37,149.53,147.13,147.59,5570500.0
2020-05-08,148.92,149.18,147.89,148.7,4712100.0
2020-05-11,148.45,150.1,148.12,149.11,5887500.0
2020-05-12,150.1,150.34,147.03,147.14,7039200.0
2020-05-13,146.08,148.95,146.01,147.13,6970500.0
2020-05-14,145.39,147.76,144.26,147.64,6871400.0
2020-05-15,147.87,150.48,145.66,150.44,10340400.0
2020-05-18,152.49,153.62,150.46,150.52,7390000.0
2020-05-19,150.1,151.1,148.4,149.02,6107300.0
2020-05-20,149.75,150.39,147.27,147.68,5713400.0
2020-05-21,148.5,148.5,145.82,146.71,6487300.0
2020-05-22,144.57,146.29,144.06,144.37,6140900.0
2020-05-26,146.19,146.44,144.3,144.56,7072300.0
2020-05-27,144.32,145.25,143.01,144.89,7950000.0
2020-05-28,146.02,148.11,145.81,146.97,6189600.0
2020-05-29,147.96,149.35,145.33,148.75,8505200.0
2020-06-01,147.29,148.34,146.01,147.19,6141800.0
2020-06-02,147.06,148.35,146.12,148.25,6078300.0
2020-06-03,148.52,149.14,146.45,148.65,6339500.0
2020-06-04,146.8,148.37,145.58,146.73,8170500.0
2020-06-05,147.69,149.64,146.6,147.3,9725400.0
2020-06-08,145.88,147.61,145.74,146.77,7555600.0
2020-06-09,148.25,149.33,145.65,145.96,8247200.0
2020-06-10,146.6,150.03,146.6,147.8,10137100.0
2020-06-11,148.58,149.17,140.75,140.87,11913300.0
2020-06-12,142.84,143.71,140.28,142.15,8685700.0
2020-06-15,141.0,142.4,139.39,141.25,8649600.0
2020-06-16,144.09,145.42,142.77,144.46,7579100.0
2020-06-17,144.9,145.42,143.47,144.02,5092800.0
2020-06-18,142.52,144.12,141.87,143.41,4797400.0
2020-06-19,145.79,145.88,143.25,143.83,12206900.0
2020-06-22,143.47,143.66,142.03,143.39,5285600.0
2020-06-23,143.74,144.08,142.68,142.86,5921600.0
2020-06-24,141.49,142.19,138.72,139.82,8211200.0
2020-06-25,140.57,140.57,137.54,139.67,7421200.0
2020-06-26,139.53,139.6,137.02,137.81,12849700.0
2020-06-29,138.74,139.7,137.98,139.04,5309797.0
2020-06-30,139.4,141.02,137.84,140.63,7738300.0
