date,1. open,2. high,3. low,4. close,5. volume
2020-04-24,104.5,108.45,103.86,107.82,6092600.0
2020-04-27,108.68,111.2,108.51,109.88,4340700.0
2020-04-28,111.51,113.88,110.11,112.0,4904700.0
2020-04-29,113.5,114.04,110.11,112.1,4929800.0
2020-04-30,111.08,111.2,108.89,109.74,4769600.0
2020-05-01,108.85,109.48,106.1,108.23,4590500.0
2020-05-04,107.83,112.03,107.63,111.71,4578300.0
2020-05-05,111.7,113.38,110.47,111.76,4201100.0
2020-05-06,112.89,115.62,112.56,113.58,4913900.0
2020-05-07,114.76,115.29,113.1,113.36,3689800.0
2020-05-08,114.71,116.83,114.12,115.83,4267400.0
2020-05-11,116.82,120.74,115.93,120.18,5996300.0
2020-05-12,121.0,122.95,119.39,119.39,4897000.0
2020-05-13,119.45,120.63,118.14,119.14,4677900.0
2020-05-14,117.94,120.83,117.12,119.94,5635600.0
2020-05-15,120.35,122.65,119.8,120.94,8354200.0
2020-05-18,123.26,125.55,122.77,125.2,6346900.0
2020-05-19,125.11,125.97,122.77,123.17,7914900.0
2020-05-20,124.09,124.91,119.29,119.63,12897000.0
2020-05-21,119.63,120.37,117.64,118.68,7620700.0
2020-05-22,118.83,119.36,117.18,117.49,4902900.0
2020-05-26,118.8,119.96,114.81,115.12,7274600.0
2020-05-27,115.63,117.45,114.23,117.41,8260300.0
2020-05-28,117.96,120.24,117.46,118.43,6137300.0
2020-05-29,118.74,122.78,118.16,122.33,8706900.0
2020-06-01,120.45,120.74,118.82,119.49,6020100.0
2020-06-02,119.66,120.78,118.19,118.85,5144600.0
2020-06-03,119.14,122.3,118.3,121.73,5815800.0
2020-06-04,121.88,122.74,119.55,119.96,3963600.0
2020-06-05,121.41,122.51,119.68,121.53,4578800.0
2020-06-08,120.81,122.46,120.58,122.37,3578400.0
2020-06-09,122.54,122.73,120.29,120.72,2923500.0
2020-06-10,120.75,122.18,119.78,120.0,3653700.0
2020-06-11,118.57,120.94,117.78,118.01,5005100.0
2020-06-12,119.58,119.75,114.81,116.9,4951400.0
2020-06-15,115.46,118.69,115.23,118.15,4593800.0
2020-06-16,120.44,121.33,117.22,119.21,5138000.0
2020-06-17,119.47,119.47,117.78,118.27,3808600.0
2020-06-18,118.24,118.26,116.87,117.3,3261100.0
2020-06-19,120.2,122.93,119.23,120.56,12611200.0
2020-06-22,120.5,123.11,119.1,122.43,4671200.0
2020-06-23,123.03,124.43,121.26,121.5,4307000.0
2020-06-24,121.17,121.99,118.63,119.72,4181600.0
2020-06-25,119.39,119.95,118.29,119.81,2759500.0
2020-06-26,120.0,120.65,116.75,117.02,6670800.0
2020-06-29,117.49,119.28,116.77,118.57,3258981.0
2020-06-30,118.88,120.44,118.27,119.93,3633900.0
2020-07-01,119.91,120.36,118.83,118.96,2836400.0
2020-07-02,119.98,120.59,118.89,119.12,2216100.0
2020-07-06,120.01,120.25,117.98,119.24,3766400.0
2020-07-07,118.3,119.55,117.81,118.06,3908300.0
2020-07-08,118.15,118.5,116.73,117.7,2845100.0
2020-07-09,117.46,119.31,117.13,117.9,2861000.0
2020-07-10,117.82,118.98,117.06,118.86,2033500.0
2020-07-13,119.38,121.76,118.38,118.73,3469700.0
2020-07-14,118.74,120.17,117.42,120.08,2578200.0
2020-07-15,121.31,122.72,120.01,121.67,3533900.0
2020-07-16,121.26,122.99,121.14,121.95,3109900.0
2020-07-17,122.64,123.21,121.45,121.67,2715500.0
2020-07-20,121.54,121.87,119.04,119.82,3825900.0
2020-07-21,120.35,120.99,120.02,120.2,3195400.0
2020-07-22,120.3,123.18,120.0,123.14,3876585.0
2020-07-23,123.45,123.6,121.94,122.35,3267515.0
2020-07-24,122.54,125.53,122.06,123.71,3833026.0
2020-07-27,124.25,124.49,122.16,122.69,2423733.0
2020-07-28,122.61,124.46,122.12,123.29,2337027.0
2020-07-29,123.47,124.48,122.9,123.68,2095804.0
2020-07-30,122.33,125.42,121.82,124.58,3606500.0
2020-07-31,124.28,125.93,123.79,125.88,3268057.0
2020-08-03,126.5,128.24,126.25,127.84,3319277.0
2020-08-04,127.93,130.77,127.58,130.45,3924491.0
2020-08-05,130.75,131.93,128.66,129.37,3692285.0
2020-08-06,129.5,129.93,128.13,129.01,1979947.0
2020-08-07,129.24,131.88,129.0,131.75,2303110.0
2020-08-10,132.07,134.11,131.25,132.94,3002886.0
2020-08-11,133.71,134.59,131.355,131.72,3915884.0
2020-08-12,135.11,135.11,132.77,134.6,4863281.0
2020-08-13,133.99,134.94,133.61,134.81,2324776.0
2020-08-14,135.92,137.0,135.22,136.53,3180944.0
2020-08-17,137.98,138.69,137.4,138.24,4578131.0
2020-08-18,137.01,137.97,134.67,136.9,5756832.0
2020-08-19,148.5,154.6889,146.54,154.22,40211846.0
2020-08-20,154.93,156.1,151.72,152.24,12045972.0
2020-08-21,152.33,155.61,152.13,153.63,7061409.0
2020-08-24,154.5,154.62,152.63,153.24,4355250.0
2020-08-25,154.15,154.28,152.36,152.85,2984390.0
2020-08-26,152.75,153.57,152.09,152.71,3061602.0
2020-08-27,152.66,152.75,149.67,150.31,3773148.0
2020-08-28,150.31,151.67,149.6,150.85,2835579.0
2020-08-31,151.14,151.9124,150.32,151.21,3025559.0
2020-09-01,150.61,151.77,150.12,150.55,3604066.0
2020-09-02,150.5,150.87,148.42,149.84,4128168.0
